Report Level 3,BM000695,BM000696,BM000697,BM000698,BM000699,BM000700,BM000701,BM000702,BM000703,BM000704,BM000705,BM000706,BM000707,BM000708,BM000709,BM000710,BM000711,BM000712,BM000713,BM000714,BM000715,BM000716,BM000717,BM000718,BM000719
GABA,16.603912808508397,16.608279774043933,16.70887570585678,16.896295257440574,16.77138749121973,16.380806224165585,16.768363360580494,16.0092126424391,17.381530999930206,16.499848301640068,16.674836075577023,16.75488814659633,16.580847467766304,16.687324386580325,16.849691247404174,16.73777658671453,15.961099516635967,16.044119542712235,16.419221728206228,16.604689303458283,16.686603221441953,16.750929577294993,16.715669614123456,16.66119316590983,16.56754328339945
Serotonin,12.132924282186904,11.980531980172454,11.979388823809314,12.148054865911528,12.285012389997148,12.138021579054824,12.159220684686266,10.90945405976496,13.441453470501573,11.586403395830951,11.959879348478998,12.126286024150279,11.824375500267076,11.973003148923679,12.258265009193112,12.058468809160965,10.963357001399244,10.999542040712294,11.458487051239949,12.24164104983614,12.142155922981779,11.966755540627904,11.819038160008814,12.211255699535773,11.661423525255735
Tryptophan,17.445985667694483,17.589338831347305,17.662003506132386,17.859750192434444,17.58837947598562,17.43342262511905,17.69890780340164,16.930034441487923,17.997256374613507,17.55682894997755,17.674352153065744,17.72255314304,17.59183114115882,17.710186186579786,17.847712279449095,17.64520400083828,16.883439966228163,16.971083549730604,17.425575040477177,17.67038434213974,17.690579000778165,17.792339788391118,17.7113116913041,17.552164142432183,17.507366286586482
Trimethylamine N-oxide (TMAO),15.48271816355705,15.721263971735478,15.815501380613703,16.36875505125723,15.55712321123967,15.517551598494128,15.890380902191351,15.08728837797556,16.69389894557059,15.814912361566835,15.406833124081166,15.65051243023845,15.781875272160748,15.80575898410153,16.177812511407698,16.01108526809234,14.773682691219,14.98460581540729,15.750592112396943,15.971724957136107,15.773074026346347,16.02557735794429,15.630123474145835,15.606783130325281,15.625445447280526
Indole & Indole Derivatives,13.720493309066276,12.894533591078755,12.943465359006414,12.83534185573406,11.301981965324842,11.187154091171793,13.058977655969825,11.642286405192598,16.47885965873124,12.9054340159519,12.690100580765133,12.947459786039158,12.679064385100528,13.219540644215103,14.14519341910141,12.830931080527034,11.380130928303338,12.036396869510613,11.582508961116043,12.202181995844779,13.394544420004905,12.697145679380709,10.764548191810174,11.313166475977198,12.111804033664681
Cysteine Derivatives,17.222836779652994,17.41569719495208,17.44557316442408,17.86126314786756,17.56121354384027,17.446614723162874,17.576527452217874,16.911183897223335,18.36533671066847,17.40663212929026,17.25457153086189,17.442455357162046,17.508618894752818,17.443254031811726,17.650080413380064,17.65063123638754,16.70836290437934,16.87382598010939,17.26301774864462,17.454108709423483,17.548254301452726,17.591684149817485,17.479841716805897,17.592727444246165,17.39004532204313
Bile Acid Pool,16.00626788648884,15.917147456789618,15.957232208437937,16.200863939185155,15.93531021901435,15.382092373852362,15.629868280774003,14.548198178828581,15.863831159499112,15.78645840227772,16.202238252074952,16.033518823832377,15.566783201167253,16.074492934657016,16.1638256588262,16.05135404446697,14.253709382568573,14.745504427625093,15.220513233931923,15.47464818384334,15.825945086593586,15.822539836771885,15.756420411956338,15.826479965593615,15.82228389151944
Imidazole Propionate,15.750333285675017,14.160337867251853,14.929150202451124,14.607581919556363,15.700865392345296,13.722928469189126,15.42757715030896,13.515317113648926,18.190056394923776,15.281545162796027,14.588376558004516,13.9807346201788,14.093546311747362,14.431563325825337,14.133806880890265,14.506202598775115,14.18426169519882,13.594519788479682,12.95335619043295,13.874296192918717,15.491587782609002,14.23995050867196,15.07778652629256,15.374439992245119,15.205798593833324
Oxidative stress,12.342839521507138,12.609931292443585,13.254944936535445,13.227703672608488,12.73068523046124,12.996670018712804,13.521839642284414,12.122955211610977,15.263355158635918,12.474507024308654,12.352810378022772,12.984283742820384,12.533646078111484,13.113163165238392,12.786880152209964,13.242599037678884,11.38699233871182,12.14747311534104,12.054928735254142,13.575338333306519,12.63724524463567,12.572760211230701,13.039141821839323,12.472285512926947,12.263456040171963
Branched Chain Amino Acids,16.934686995934793,17.13183054069249,17.154687069177147,17.3940938118092,17.055444712617373,16.834272568237353,17.25869983856992,16.351643062387687,18.08103847384201,17.015101969493085,17.192450954118442,17.251006740846552,17.02442327985369,17.248404538514883,17.392229672766533,17.143021086650595,16.188432568460218,16.41583351803119,16.86925271946502,17.115824586901955,17.1677118170916,17.27195199574488,17.09475310303194,17.011173593500306,16.942697381506157
